,Practice.Code,IMD,Year
68,A81005,15.50698719,2014
69,A81005,15.74381223,2015
70,A81005,15.65741091,2016
71,A81005,15.57100958,2017
72,A81005,15.48460826,2018
73,A81005,15.39820693,2019
74,A81005,15.39820693,2020
75,A81005,15.39820693,2021
76,A81005,15.39820693,2022
77,A81005,15.39820693,2023
78,A81005,15.39820693,2024
79,A81005,15.39820693,2025
80,A81006,29.1444884,2010
81,A81006,29.67389369,2011
82,A81006,30.20329897,2012
83,A81006,30.73270426,2013
84,A81006,31.26210954,2014
85,A81006,31.79151483,2015
86,A81006,32.7467329,2016
87,A81006,33.70195096,2017
88,A81006,34.65716903,2018
89,A81006,35.61238709,2019
90,A81006,35.61238709,2020
91,A81006,35.61238709,2021
92,A81006,35.61238709,2022
93,A81006,35.61238709,2023
94,A81006,35.61238709,2024
95,A81006,35.61238709,2025
96,A81007,32.6217359,2010
97,A81007,32.51099627,2011
98,A81007,32.40025665,2012
99,A81007,32.28951702,2013
100,A81007,32.1787774,2014
101,A81007,32.06803777,2015
102,A81007,32.66216143,2016
103,A81007,33.25628509,2017
104,A81007,33.85040874,2018
105,A81007,34.4445324,2019
106,A81007,34.4445324,2020
107,A81007,34.4445324,2021
108,A81007,34.4445324,2022
109,A81007,34.4445324,2023
110,A81007,34.4445324,2024
111,A81007,34.4445324,2025
112,A81008,51.05680373,2010
113,A81008,51.1557336,2011
114,A81008,51.25466347,2012
115,A81008,51.35359333,2013
116,A81008,51.4525232,2014
117,A81008,51.55145307,2015
118,A81008,51.55145307,2016
119,A81008,51.55145307,2017
120,A81008,51.55145307,2018
121,A81008,51.55145307,2019
122,A81008,51.55145307,2020
123,A81008,51.55145307,2021
124,A81008,51.55145307,2022
125,A81008,51.55145307,2023
126,A81008,51.55145307,2024
127,A81008,51.55145307,2025
128,A81009,35.09873517,2010
129,A81009,35.13176364,2011
130,A81009,35.16479211,2012
131,A81009,35.19782058,2013
132,A81009,35.23084905,2014
133,A81009,35.26387752,2015
134,A81009,35.41437044,2016
135,A81009,35.56486335,2017
136,A81009,35.71535627,2018
137,A81009,35.86584918,2019
138,A81009,35.86584918,2020
139,A81009,35.86584918,2021
140,A81009,35.86584918,2022
141,A81009,35.86584918,2023
142,A81009,35.86584918,2024
143,A81009,35.86584918,2025
144,A81011,34.46625707,2010
145,A81011,34.49841796,2011
146,A81011,34.53057885,2012
147,A81011,34.56273974,2013
148,A81011,34.59490063,2014
149,A81011,34.62706152,2015
150,A81011,35.04752164,2016
151,A81011,35.46798177,2017
152,A81011,35.88844189,2018
153,A81011,36.30890201,2019
154,A81011,36.30890201,2020
155,A81011,36.30890201,2021
156,A81011,36.30890201,2022
157,A81011,36.30890201,2023
158,A81011,36.30890201,2024
159,A81011,36.30890201,2025
160,A81012,47.25744875,2010
161,A81012,47.83174689,2011
162,A81012,48.40604503,2012
163,A81012,48.98034318,2013
164,A81012,49.55464132,2014
165,A81012,50.12893946,2015
166,A81012,50.75845983,2016
167,A81012,51.38798019,2017
168,A81012,52.01750056,2018
169,A81012,52.64702092,2019
170,A81012,52.64702092,2020
171,A81012,52.64702092,2021
172,A81012,52.64702092,2022
173,A81012,52.64702092,2023
174,A81012,52.64702092,2024
175,A81012,52.64702092,2025
176,A81013,28.76729642,2010
177,A81013,29.00493471,2011
178,A81013,29.24257299,2012
179,A81013,29.48021128,2013
180,A81013,29.71784956,2014
181,A81013,29.95548785,2015
182,A81013,29.89730408,2016
183,A81013,29.83912032,2017
184,A81013,29.78093655,2018
185,A81013,29.72275278,2019
186,A81013,29.72275278,2020
187,A81013,29.72275278,2021
188,A81013,29.72275278,2022
189,A81013,29.72275278,2023
190,A81013,29.72275278,2024
191,A81013,29.72275278,2025
192,A81014,21.30051244,2010
193,A81014,21.48755407,2011
194,A81014,21.6745957,2012
195,A81014,21.86163732,2013
196,A81014,22.04867895,2014
197,A81014,22.23572058,2015
198,A81014,22.48711584,2016
199,A81014,22.73851109,2017
200,A81014,22.98990635,2018
201,A81014,23.2413016,2019
202,A81014,23.2413016,2020
203,A81014,23.2413016,2021
204,A81014,23.2413016,2022
205,A81014,23.2413016,2023
206,A81014,23.2413016,2024
207,A81014,23.2413016,2025
208,A81015,26.61031848,2010
209,A81015,26.18837055,2011
210,A81015,25.76642262,2012
211,A81015,25.34447469,2013
212,A81015,24.92252676,2014
213,A81015,24.50057883,2015
214,A81015,24.50057883,2016
215,A81015,24.50057883,2017
216,A81015,24.50057883,2018
217,A81015,24.50057883,2019
218,A81015,24.50057883,2020
219,A81015,24.50057883,2021
220,A81015,24.50057883,2022
221,A81015,24.50057883,2023
222,A81015,24.50057883,2024
223,A81015,24.50057883,2025
224,A81016,41.72949543,2010
225,A81016,42.14435241,2011
226,A81016,42.55920939,2012
227,A81016,42.97406637,2013
228,A81016,43.38892335,2014
229,A81016,43.80378033,2015
230,A81016,43.97512701,2016
231,A81016,44.14647369,2017
232,A81016,44.31782036,2018
233,A81016,44.48916704,2019
234,A81016,44.48916704,2020
235,A81016,44.48916704,2021
236,A81016,44.48916704,2022
237,A81016,44.48916704,2023
238,A81016,44.48916704,2024
239,A81016,44.48916704,2025
240,A81017,20.1616576,2010
241,A81017,19.92696431,2011
242,A81017,19.69227103,2012
243,A81017,19.45757774,2013
244,A81017,19.22288446,2014
245,A81017,18.98819117,2015
246,A81017,18.97880051,2016
247,A81017,18.96940985,2017
248,A81017,18.96001919,2018
249,A81017,18.95062853,2019
250,A81017,18.95062853,2020
251,A81017,18.95062853,2021
252,A81017,18.95062853,2022
253,A81017,18.95062853,2023
254,A81017,18.95062853,2024
255,A81017,18.95062853,2025
256,A81018,34.20432976,2010
257,A81018,33.27206715,2011
258,A81018,32.33980455,2012
259,A81018,31.40754194,2013
260,A81018,30.47527934,2014
261,A81018,29.54301673,2015
262,A81018,30.07030678,2016
263,A81018,30.59759683,2017
264,A81018,31.12488688,2018
265,A81018,31.65217693,2019
266,A81018,31.65217693,2020
267,A81018,31.65217693,2021
268,A81018,31.65217693,2022
269,A81018,31.65217693,2023
270,A81018,31.65217693,2024
271,A81018,31.65217693,2025
272,A81019,45.73487282,2010
273,A81019,46.48685367,2011
274,A81019,47.23883452,2012
275,A81019,47.99081538,2013
276,A81019,48.74279623,2014
277,A81019,49.49477708,2015
278,A81019,49.88007372,2016
279,A81019,50.26537037,2017
280,A81019,50.65066701,2018
281,A81019,51.03596365,2019
282,A81019,51.03596365,2020
283,A81019,51.03596365,2021
284,A81019,51.03596365,2022
285,A81019,51.03596365,2023
286,A81019,51.03596365,2024
287,A81019,51.03596365,2025
288,A81020,30.64940428,2010
289,A81020,30.82414777,2011
290,A81020,30.99889127,2012
291,A81020,31.17363476,2013
292,A81020,31.34837826,2014
293,A81020,31.52312175,2015
294,A81020,31.79003834,2016
295,A81020,32.05695493,2017
296,A81020,32.32387151,2018
297,A81020,32.5907881,2019
298,A81020,32.5907881,2020
299,A81020,32.5907881,2021
300,A81020,32.5907881,2022
301,A81020,32.5907881,2023
302,A81020,32.5907881,2024
303,A81020,32.5907881,2025
304,A81021,34.21700089,2010
305,A81021,34.32422821,2011
306,A81021,34.43145553,2012
307,A81021,34.53868284,2013
308,A81021,34.64591016,2014
309,A81021,34.75313748,2015
310,A81021,35.25161099,2016
311,A81021,35.7500845,2017
312,A81021,36.24855801,2018
313,A81021,36.74703152,2019
314,A81021,36.74703152,2020
315,A81021,36.74703152,2021
316,A81021,36.74703152,2022
317,A81021,36.74703152,2023
318,A81021,36.74703152,2024
319,A81021,36.74703152,2025
320,A81022,29.34302498,2010
321,A81022,29.0164673,2011
322,A81022,28.68990962,2012
323,A81022,28.36335193,2013
324,A81022,28.03679425,2014
325,A81022,27.71023657,2015
326,A81022,27.8088412,2016
327,A81022,27.90744583,2017
328,A81022,28.00605046,2018
329,A81022,28.10465509,2019
330,A81022,28.10465509,2020
331,A81022,28.10465509,2021
332,A81022,28.10465509,2022
333,A81022,28.10465509,2023
334,A81022,28.10465509,2024
335,A81022,28.10465509,2025
336,A81023,43.94130575,2010
337,A81023,44.47922378,2011
338,A81023,45.01714182,2012
339,A81023,45.55505985,2013
340,A81023,46.09297789,2014
341,A81023,46.63089592,2015
342,A81023,46.65473623,2016
343,A81023,46.67857654,2017
344,A81023,46.70241685,2018
345,A81023,46.72625716,2019
346,A81023,46.72625716,2020
347,A81023,46.72625716,2021
348,A81023,46.72625716,2022
349,A81023,46.72625716,2023
350,A81023,46.72625716,2024
351,A81023,46.72625716,2025
352,A81025,29.04117362,2010
353,A81025,29.72718619,2011
354,A81025,30.41319876,2012
355,A81025,31.09921133,2013
356,A81025,31.7852239,2014
357,A81025,32.47123647,2015
358,A81025,32.99012844,2016
359,A81025,33.50902041,2017
360,A81025,34.02791237,2018
361,A81025,34.54680434,2019
362,A81025,34.54680434,2020
363,A81025,34.54680434,2021
364,A81025,34.54680434,2022
365,A81025,34.54680434,2023
366,A81025,34.54680434,2024
367,A81025,34.54680434,2025
368,A81026,37.0013286,2010
369,A81026,37.12035092,2011
370,A81026,37.23937324,2012
371,A81026,37.35839555,2013
372,A81026,37.47741787,2014
373,A81026,37.59644019,2015
374,A81026,38.95780655,2016
375,A81026,40.31917291,2017
376,A81026,41.68053926,2018
377,A81026,43.04190562,2019
378,A81026,43.04190562,2020
379,A81026,43.04190562,2021
380,A81026,43.04190562,2022
381,A81026,43.04190562,2023
382,A81026,43.04190562,2024
383,A81026,43.04190562,2025
384,A81027,9.34741574,2010
385,A81027,9.125591419,2011
386,A81027,8.903767098,2012
387,A81027,8.681942777,2013
388,A81027,8.460118456,2014
389,A81027,8.238294135,2015
390,A81027,8.30328973,2016
391,A81027,8.368285325,2017
392,A81027,8.43328092,2018
393,A81027,8.498276515,2019
394,A81027,8.498276515,2020
395,A81027,8.498276515,2021
396,A81027,8.498276515,2022
397,A81027,8.498276515,2023
398,A81027,8.498276515,2024
399,A81027,8.498276515,2025
400,A81029,44.41085869,2010
401,A81029,45.17514,2011
402,A81029,45.93942131,2012
403,A81029,46.70370263,2013
404,A81029,47.46798394,2014
405,A81029,48.23226525,2015
406,A81029,48.35371578,2016
407,A81029,48.47516631,2017
408,A81029,48.59661684,2018
409,A81029,48.71806737,2019
410,A81029,48.71806737,2020
411,A81029,48.71806737,2021
412,A81029,48.71806737,2022
413,A81029,48.71806737,2023
414,A81029,48.71806737,2024
415,A81029,48.71806737,2025
416,A81030,28.66157539,2010
417,A81030,28.55645424,2011
418,A81030,28.45133308,2012
419,A81030,28.34621193,2013
420,A81030,28.24109077,2014
421,A81030,28.13596962,2015
422,A81030,28.40539578,2016
423,A81030,28.67482194,2017
424,A81030,28.94424809,2018
425,A81030,29.21367425,2019
426,A81030,29.21367425,2020
427,A81030,29.21367425,2021
428,A81030,29.21367425,2022
429,A81030,29.21367425,2023
430,A81030,29.21367425,2024
431,A81030,29.21367425,2025
432,A81031,33.89583426,2010
433,A81031,34.14589011,2011
434,A81031,34.39594596,2012
435,A81031,34.6460018,2013
436,A81031,34.89605765,2014
437,A81031,35.1461135,2015
438,A81031,35.70215755,2016
439,A81031,36.25820161,2017
440,A81031,36.81424566,2018
441,A81031,37.37028971,2019
442,A81031,37.37028971,2020
443,A81031,37.37028971,2021
444,A81031,37.37028971,2022
445,A81031,37.37028971,2023
446,A81031,37.37028971,2024
447,A81031,37.37028971,2025
448,A81032,17.50507188,2010
449,A81032,17.93124019,2011
450,A81032,18.3574085,2012
451,A81032,18.7835768,2013
452,A81032,19.20974511,2014
453,A81032,19.63591342,2015
454,A81032,19.44545913,2016
455,A81032,19.25500483,2017
456,A81032,19.06455054,2018
457,A81032,18.87409624,2019
458,A81032,18.87409624,2020
459,A81032,18.87409624,2021
460,A81032,18.87409624,2022
461,A81032,18.87409624,2023
462,A81032,18.87409624,2024
463,A81032,18.87409624,2025
464,A81033,45.66936884,2010
465,A81033,46.66363595,2011
466,A81033,47.65790306,2012
467,A81033,48.65217017,2013
468,A81033,49.64643728,2014
469,A81033,50.64070439,2015
470,A81033,50.64070439,2016
471,A81033,50.64070439,2017
472,A81033,50.64070439,2018
473,A81033,50.64070439,2019
474,A81033,50.64070439,2020
475,A81033,50.64070439,2021
476,A81033,50.64070439,2022
477,A81033,50.64070439,2023
478,A81033,50.64070439,2024
479,A81033,50.64070439,2025
480,A81034,22.1765613,2010
481,A81034,21.93886653,2011
482,A81034,21.70117177,2012
483,A81034,21.463477,2013
484,A81034,21.22578224,2014
485,A81034,20.98808747,2015
486,A81034,21.04206895,2016
487,A81034,21.09605042,2017
488,A81034,21.1500319,2018
489,A81034,21.20401337,2019
490,A81034,21.20401337,2020
491,A81034,21.20401337,2021
492,A81034,21.20401337,2022
493,A81034,21.20401337,2023
494,A81034,21.20401337,2024
495,A81034,21.20401337,2025
496,A81035,42.33768166,2010
497,A81035,42.67841865,2011
498,A81035,43.01915565,2012
499,A81035,43.35989264,2013
500,A81035,43.70062964,2014
501,A81035,44.04136663,2015
502,A81035,44.40745899,2016
503,A81035,44.77355134,2017
504,A81035,45.1396437,2018
505,A81035,45.50573605,2019
506,A81035,45.50573605,2020
507,A81035,45.50573605,2021
508,A81035,45.50573605,2022
509,A81035,45.50573605,2023
510,A81035,45.50573605,2024
511,A81035,45.50573605,2025
512,A81036,25.58900612,2010
513,A81036,25.6905033,2011
514,A81036,25.79200048,2012
515,A81036,25.89349766,2013
516,A81036,25.99499484,2014
517,A81036,26.09649202,2015
518,A81036,26.60961122,2016
519,A81036,27.12273043,2017
520,A81036,27.63584963,2018
521,A81036,28.14896883,2019
522,A81036,28.14896883,2020
523,A81036,28.14896883,2021
524,A81036,28.14896883,2022
525,A81036,28.14896883,2023
526,A81036,28.14896883,2024
527,A81036,28.14896883,2025
528,A81037,45.87269128,2010
529,A81037,46.18997298,2011
530,A81037,46.50725469,2012
531,A81037,46.82453639,2013
532,A81037,47.1418181,2014
533,A81037,47.4590998,2015
534,A81037,47.39479674,2016
535,A81037,47.33049367,2017
536,A81037,47.26619061,2018
537,A81037,47.20188754,2019
538,A81037,47.20188754,2020
539,A81037,47.20188754,2021
540,A81037,47.20188754,2022
541,A81037,47.20188754,2023
542,A81037,47.20188754,2024
543,A81037,47.20188754,2025
544,A81038,49.02316293,2010
545,A81038,48.81801374,2011
546,A81038,48.61286455,2012
547,A81038,48.40771537,2013
548,A81038,48.20256618,2014
549,A81038,47.99741699,2015
550,A81038,48.21048358,2016
551,A81038,48.42355017,2017
552,A81038,48.63661675,2018
553,A81038,48.84968334,2019
554,A81038,48.84968334,2020
555,A81038,48.84968334,2021
556,A81038,48.84968334,2022
557,A81038,48.84968334,2023
558,A81038,48.84968334,2024
559,A81038,48.84968334,2025
560,A81039,9.321513029,2010
561,A81039,9.325794193,2011
562,A81039,9.330075357,2012
563,A81039,9.33435652,2013
564,A81039,9.338637684,2014
565,A81039,9.342918848,2015
566,A81039,9.459926436,2016
567,A81039,9.576934024,2017
568,A81039,9.693941611,2018
569,A81039,9.810949199,2019
570,A81039,9.810949199,2020
571,A81039,9.810949199,2021
572,A81039,9.810949199,2022
573,A81039,9.810949199,2023
574,A81039,9.810949199,2024
575,A81039,9.810949199,2025
576,A81040,23.08325973,2010
577,A81040,23.19515032,2011
578,A81040,23.3070409,2012
579,A81040,23.41893149,2013
580,A81040,23.53082207,2014
581,A81040,23.64271266,2015
582,A81040,23.77146606,2016
583,A81040,23.90021946,2017
584,A81040,24.02897285,2018
585,A81040,24.15772625,2019
586,A81040,24.15772625,2020
587,A81040,24.15772625,2021
588,A81040,24.15772625,2022
589,A81040,24.15772625,2023
590,A81040,24.15772625,2024
591,A81040,24.15772625,2025
592,A81041,35.32744033,2010
593,A81041,35.09769477,2011
594,A81041,34.8679492,2012
595,A81041,34.63820364,2013
596,A81041,34.40845807,2014
597,A81041,34.17871251,2015
598,A81041,34.55215145,2016
599,A81041,34.92559038,2017
600,A81041,35.29902932,2018
601,A81041,35.67246825,2019
602,A81041,35.67246825,2020
603,A81041,35.67246825,2021
604,A81041,35.67246825,2022
605,A81041,35.67246825,2023
606,A81041,35.67246825,2024
607,A81041,35.67246825,2025
608,A81042,46.18044186,2010
609,A81042,46.07056358,2011
610,A81042,45.9606853,2012
611,A81042,45.85080702,2013
612,A81042,45.74092874,2014
613,A81042,45.63105046,2015
614,A81042,45.34546482,2016
615,A81042,45.05987918,2017
616,A81042,44.77429354,2018
617,A81042,44.4887079,2019
618,A81042,44.4887079,2020
619,A81042,44.4887079,2021
620,A81042,44.4887079,2022
621,A81042,44.4887079,2023
622,A81042,44.4887079,2024
623,A81042,44.4887079,2025
624,A81043,33.36523651,2010
625,A81043,33.15710707,2011
626,A81043,32.94897762,2012
627,A81043,32.74084818,2013
628,A81043,32.53271873,2014
629,A81043,32.32458929,2015
630,A81043,32.96486008,2016
631,A81043,33.60513086,2017
632,A81043,34.24540165,2018
633,A81043,34.88567243,2019
634,A81043,34.88567243,2020
635,A81043,34.88567243,2021
636,A81043,34.88567243,2022
637,A81043,34.88567243,2023
638,A81043,34.88567243,2024
639,A81043,34.88567243,2025
640,A81044,31.70625856,2010
641,A81044,31.48908606,2011
642,A81044,31.27191356,2012
643,A81044,31.05474105,2013
644,A81044,30.83756855,2014
645,A81044,30.62039605,2015
646,A81044,31.68626457,2016
647,A81044,32.7521331,2017
648,A81044,33.81800162,2018
649,A81044,34.88387014,2019
650,A81044,34.88387014,2020
651,A81044,34.88387014,2021
652,A81044,34.88387014,2022
653,A81044,34.88387014,2023
654,A81044,34.88387014,2024
655,A81044,34.88387014,2025
656,A81045,28.41771205,2010
657,A81045,28.25416286,2011
658,A81045,28.09061366,2012
659,A81045,27.92706447,2013
660,A81045,27.76351527,2014
661,A81045,27.59996608,2015
662,A81045,28.28459861,2016
663,A81045,28.96923114,2017
664,A81045,29.65386367,2018
665,A81045,30.3384962,2019
666,A81045,30.3384962,2020
667,A81045,30.3384962,2021
668,A81045,30.3384962,2022
669,A81045,30.3384962,2023
670,A81045,30.3384962,2024
671,A81045,30.3384962,2025
672,A81046,26.35472265,2010
673,A81046,26.89619226,2011
674,A81046,27.43766188,2012
675,A81046,27.97913149,2013
676,A81046,28.52060111,2014
677,A81046,29.06207072,2015
678,A81046,29.66402178,2016
679,A81046,30.26597284,2017
680,A81046,30.86792389,2018
681,A81046,31.46987495,2019
682,A81046,31.46987495,2020
683,A81046,31.46987495,2021
684,A81046,31.46987495,2022
685,A81046,31.46987495,2023
686,A81046,31.46987495,2024
687,A81046,31.46987495,2025
688,A81047,16.53108103,2010
689,A81047,16.05112755,2011
690,A81047,15.57117407,2012
691,A81047,15.09122058,2013
692,A81047,14.6112671,2014
693,A81047,14.13131362,2015
694,A81047,14.13131362,2016
695,A81047,14.13131362,2017
696,A81047,14.13131362,2018
697,A81047,14.13131362,2019
698,A81047,14.13131362,2020
699,A81047,14.13131362,2021
700,A81047,14.13131362,2022
701,A81047,14.13131362,2023
702,A81047,14.13131362,2024
703,A81047,14.13131362,2025
704,A81048,17.5479675,2010
705,A81048,17.17146682,2011
706,A81048,16.79496614,2012
707,A81048,16.41846546,2013
708,A81048,16.04196478,2014
709,A81048,15.6654641,2015
710,A81048,16.02627491,2016
711,A81048,16.38708571,2017
712,A81048,16.74789652,2018
713,A81048,17.10870732,2019
714,A81048,17.10870732,2020
715,A81048,17.10870732,2021
716,A81048,17.10870732,2022
717,A81048,17.10870732,2023
718,A81048,17.10870732,2024
719,A81048,17.10870732,2025
720,A81049,46.69409407,2010
721,A81049,47.25277894,2011
722,A81049,47.8114638,2012
723,A81049,48.37014867,2013
724,A81049,48.92883353,2014
725,A81049,49.4875184,2015
726,A81049,50.09070627,2016
727,A81049,50.69389414,2017
728,A81049,51.29708201,2018
729,A81049,51.90026988,2019
730,A81049,51.90026988,2020
731,A81049,51.90026988,2021
732,A81049,51.90026988,2022
733,A81049,51.90026988,2023
734,A81049,51.90026988,2024
735,A81049,51.90026988,2025
736,A81051,29.22604011,2010
737,A81051,28.94486713,2011
738,A81051,28.66369415,2012
739,A81051,28.38252116,2013
740,A81051,28.10134818,2014
741,A81051,27.8201752,2015
742,A81051,27.9698589,2016
743,A81051,28.1195426,2017
744,A81051,28.2692263,2018
745,A81051,28.41891,2019
746,A81051,28.41891,2020
747,A81051,28.41891,2021
748,A81051,28.41891,2022
749,A81051,28.41891,2023
750,A81051,28.41891,2024
751,A81051,28.41891,2025
752,A81052,30.28577907,2010
753,A81052,29.82107083,2011
754,A81052,29.35636258,2012
755,A81052,28.89165434,2013
756,A81052,28.42694609,2014
757,A81052,27.96223785,2015
758,A81052,28.32727694,2016
759,A81052,28.69231602,2017
760,A81052,29.05735511,2018
761,A81052,29.42239419,2019
762,A81052,29.42239419,2020
763,A81052,29.42239419,2021
764,A81052,29.42239419,2022
765,A81052,29.42239419,2023
766,A81052,29.42239419,2024
767,A81052,29.42239419,2025
768,A81053,36.70231614,2010
769,A81053,37.08992178,2011
770,A81053,37.47752741,2012
771,A81053,37.86513305,2013
772,A81053,38.25273868,2014
773,A81053,38.64034432,2015
774,A81053,38.20083839,2016
775,A81053,37.76133246,2017
776,A81053,37.32182652,2018
777,A81053,36.88232059,2019
778,A81053,36.88232059,2020
779,A81053,36.88232059,2021
780,A81053,36.88232059,2022
781,A81053,36.88232059,2023
782,A81053,36.88232059,2024
783,A81053,36.88232059,2025
784,A81054,29.47672894,2010
785,A81054,29.11934963,2011
786,A81054,28.76197032,2012
787,A81054,28.40459102,2013
788,A81054,28.04721171,2014
789,A81054,27.6898324,2015
790,A81054,28.33388802,2016
791,A81054,28.97794363,2017
792,A81054,29.62199925,2018
793,A81054,30.26605486,2019
794,A81054,30.26605486,2020
795,A81054,30.26605486,2021
796,A81054,30.26605486,2022
797,A81054,30.26605486,2023
798,A81054,30.26605486,2024
799,A81054,30.26605486,2025
800,A81056,22.79643707,2010
801,A81056,23.04038494,2011
802,A81056,23.2843328,2012
803,A81056,23.52828067,2013
804,A81056,23.77222853,2014
805,A81056,24.0161764,2015
806,A81056,24.05505533,2016
807,A81056,24.09393425,2017
808,A81056,24.13281318,2018
809,A81056,24.1716921,2019
810,A81056,24.1716921,2020
811,A81056,24.1716921,2021
812,A81056,24.1716921,2022
813,A81056,24.1716921,2023
814,A81056,24.1716921,2024
815,A81056,24.1716921,2025
816,A81057,24.63371115,2010
817,A81057,24.76877368,2011
818,A81057,24.9038362,2012
819,A81057,25.03889873,2013
820,A81057,25.17396125,2014
821,A81057,25.30902378,2015
822,A81057,25.53127762,2016
823,A81057,25.75353145,2017
824,A81057,25.97578529,2018
825,A81057,26.19803912,2019
826,A81057,26.19803912,2020
827,A81057,26.19803912,2021
828,A81057,26.19803912,2022
829,A81057,26.19803912,2023
830,A81057,26.19803912,2024
831,A81057,26.19803912,2025
832,A81058,27.35762911,2010
833,A81058,27.40784293,2011
834,A81058,27.45805675,2012
835,A81058,27.50827057,2013
836,A81058,27.55848439,2014
837,A81058,27.60869821,2015
838,A81058,28.03319475,2016
839,A81058,28.4576913,2017
840,A81058,28.88218784,2018
841,A81058,29.30668438,2019
842,A81058,29.30668438,2020
843,A81058,29.30668438,2021
844,A81058,29.30668438,2022
845,A81058,29.30668438,2023
846,A81058,29.30668438,2024
847,A81058,29.30668438,2025
848,A81060,32.35332712,2010
849,A81060,32.22259642,2011
850,A81060,32.09186573,2012
851,A81060,31.96113503,2013
852,A81060,31.83040434,2014
853,A81060,31.69967364,2015
854,A81060,32.05689139,2016
855,A81060,32.41410913,2017
856,A81060,32.77132688,2018
857,A81060,33.12854462,2019
858,A81060,33.12854462,2020
859,A81060,33.12854462,2021
860,A81060,33.12854462,2022
861,A81060,33.12854462,2023
862,A81060,33.12854462,2024
863,A81060,33.12854462,2025
864,A81063,39.44005172,2010
865,A81063,38.7816647,2011
866,A81063,38.12327767,2012
867,A81063,37.46489065,2013
868,A81063,36.80650362,2014
869,A81063,36.1481166,2015
870,A81063,36.51839898,2016
871,A81063,36.88868137,2017
872,A81063,37.25896375,2018
873,A81063,37.62924613,2019
874,A81063,37.62924613,2020
875,A81063,37.62924613,2021
876,A81063,37.62924613,2022
877,A81063,37.62924613,2023
878,A81063,37.62924613,2024
879,A81063,37.62924613,2025
880,A81064,40.69744288,2010
881,A81064,41.3101093,2011
882,A81064,41.92277573,2012
883,A81064,42.53544215,2013
884,A81064,43.14810858,2014
885,A81064,43.760775,2015
886,A81064,44.34942455,2016
887,A81064,44.9380741,2017
888,A81064,45.52672365,2018
889,A81064,46.1153732,2019
890,A81064,46.1153732,2020
891,A81064,46.1153732,2021
892,A81064,46.1153732,2022
893,A81064,46.1153732,2023
894,A81064,46.1153732,2024
895,A81064,46.1153732,2025
896,A81065,47.49871916,2010
897,A81065,47.70880277,2011
898,A81065,47.91888639,2012
899,A81065,48.12897,2013
900,A81065,48.33905362,2014
901,A81065,48.54913723,2015
902,A81065,48.70243874,2016
903,A81065,48.85574025,2017
904,A81065,49.00904175,2018
905,A81065,49.16234326,2019
906,A81065,49.16234326,2020
907,A81065,49.16234326,2021
908,A81065,49.16234326,2022
909,A81065,49.16234326,2023
910,A81065,49.16234326,2024
911,A81065,49.16234326,2025
912,A81066,14.44516511,2010
913,A81066,14.44861412,2011
914,A81066,14.45206314,2012
915,A81066,14.45551215,2013
916,A81066,14.45896117,2014
917,A81066,14.46241018,2015
918,A81066,14.86715063,2016
919,A81066,15.27189108,2017
920,A81066,15.67663152,2018
921,A81066,16.08137197,2019
922,A81066,16.08137197,2020
923,A81066,16.08137197,2021
924,A81066,16.08137197,2022
925,A81066,16.08137197,2023
926,A81066,16.08137197,2024
927,A81066,16.08137197,2025
928,A81067,40.20915994,2010
929,A81067,40.12168376,2011
930,A81067,40.03420758,2012
931,A81067,39.9467314,2013
